link,current_slice_id,future_slice_id,label
616331,1,19,1
294227,166,185,1
278744,6,22,1
268537,9,27,1
270039,5,13,1
564794,425,449,1
677200,166,179,1
583133,2,16,1
359199,9,20,1
375395,4,21,1
200539,260,277,1
469743,2,24,1
270740,535,553,1
244783,3,19,1
377727,5,15,1
615450,8,37,1
323484,3,30,1
165097,3,31,1
545772,2,31,1
260199,8,31,1
179510,6,27,1
459647,2,20,1
595777,496,514,1
34882,1,26,1
183560,205,233,1
72342,7,18,1
216016,10,37,1
267966,7,21,1
33724,10,39,1
334666,2,20,1
176894,8,21,1
357387,9,18,1
34884,0,17,1
343796,0,11,1
316836,161,190,1
383813,680,696,1
272977,9,37,1
72342,7,21,1
34884,0,20,1
228070,10,18,1
155349,1,25,1
190842,10,26,1
255271,0,11,1
224901,10,34,1
228870,0,19,1
638859,87,102,1
336225,8,27,1
231807,2,18,1
179510,6,30,1
378734,2,23,1
627432,3,31,1
182056,1,16,1
243290,2,16,1
357387,9,21,1
70087,10,18,1
277266,3,26,1
321719,8,37,1
107292,8,12,1
38004,0,21,1
255271,0,28,1
323094,2,14,1
357387,9,38,1
684635,10,16,1
613076,1,12,1
349458,6,25,1
305453,8,25,1
107292,8,14,1
323094,2,16,1
305453,8,27,1
53545,1,20,1
111281,6,31,1
69659,150,165,1
684635,10,18,1
38004,0,23,1
358937,4,19,1
650584,197,212,1
559365,192,210,1
613076,1,14,1
658684,8,12,1
349458,6,27,1
252596,8,35,1
623666,637,656,3
656399,6,20,1
335218,3,28,1
228070,10,31,1
106994,4,33,1
306813,2,29,1
321382,3,24,1
111729,3,18,1
674889,8,25,1
336603,10,17,1
70087,10,31,1
278459,2,18,1
651196,5,15,1
258226,10,35,1
335594,7,12,1
319587,5,34,1
677058,0,11,1
403689,101,115,1
582411,5,12,1
597078,7,16,1
358971,10,21,1
622689,1,19,1
607432,8,15,1
152968,9,34,1
271003,1,16,1
142347,2,18,1
253621,6,26,1
336685,6,24,1
255341,5,28,1
70550,10,20,1
238966,8,22,1
597935,7,21,1
640543,5,17,1
255723,9,27,1
661522,0,13,1
223399,3,18,1
141811,240,264,1
269034,6,20,1
111908,9,24,1
545771,8,13,1
613517,5,17,1
38627,9,25,1
623236,135,147,1
507878,7,31,1
318954,9,17,3
640997,222,250,1
35425,172,186,1
509330,7,26,1
243823,7,32,1
623236,135,149,1
278459,2,30,1
111908,9,26,1
141811,240,266,1
509330,7,28,1
35425,172,188,1
243823,7,34,1
507878,7,33,1
142347,2,30,1
677213,419,432,1
661522,0,15,1
34947,1,11,1
269034,6,22,1
255723,9,29,1
38627,9,27,1
545771,8,15,1
677213,419,433,1
142347,2,31,1
111908,9,27,1
661522,0,16,1
34947,1,12,1
621068,12,40,1
335061,9,20,1
35425,172,189,1
278459,2,31,1
269034,6,23,1
309957,8,11,1
509330,7,29,1
545771,8,16,1
243823,7,35,1
507878,7,34,1
38627,9,28,1
226424,6,17,1
177015,460,483,1
545771,8,26,1
583767,213,231,1
224656,5,33,1
34947,1,22,1
309957,8,21,1
269034,6,33,1
504712,8,28,1
682833,6,18,1
545275,202,217,1
282553,149,177,1
24140,194,218,1
111908,9,37,1
661522,0,26,1
348793,5,14,1
335061,9,30,1
503805,3,19,1
423051,144,168,1
261845,8,16,1
70587,10,20,1
38627,9,38,1
277263,1,15,1
270555,6,19,1
615160,4,32,1
180370,572,597,1
279713,7,26,1
503030,9,35,1
276127,5,34,1
511657,10,26,1
171821,1,29,1
33058,2,19,1
39326,8,30,1
278658,10,12,1
358968,5,17,1
253629,6,30,1
512621,158,173,1
255828,10,23,1
197909,0,21,1
332728,10,20,1
650249,8,11,1
226210,6,29,1
587311,9,23,1
322539,8,33,1
223399,3,31,1
650249,8,18,1
254023,0,13,1
333181,7,33,1
318954,9,30,2
160873,0,13,1
332728,10,27,1
293139,1,17,1
278658,10,19,1
197909,0,28,1
375415,10,11,1
382757,162,175,1
610087,671,690,1
254023,0,21,1
193637,9,14,1
527625,6,13,1
650249,8,26,1
684554,5,20,1
220367,1,15,1
240954,8,15,1
332728,10,35,1
293139,1,25,1
556862,5,18,1
256173,0,16,1
278658,10,27,1
520157,3,19,1
587311,9,38,1
413845,1,18,1
223473,4,17,1
334083,183,210,1
575509,195,218,1
68899,8,15,1
342981,581,610,1
240954,8,27,1
256173,0,28,1
36054,582,611,1
278658,10,39,1
193637,9,26,1
220367,1,27,1
244360,0,20,1
530724,179,194,1
375415,10,31,1
143310,1,20,1
240954,8,29,1
352025,204,227,1
530724,179,196,1
244360,0,22,1
220367,1,29,1
545738,1,12,1
375415,10,33,1
267222,1,30,1
145806,5,17,1
193637,9,28,1
68899,8,17,1
39668,0,16,1
406343,205,221,1
318526,8,11,1
507827,7,17,1
215354,0,25,1
179502,10,25,1
136844,7,15,1
181453,159,178,1
404222,10,13,1
545280,202,215,1
223473,4,26,1
193414,9,17,1
228574,192,220,1
527625,6,34,1
137282,4,16,1
240954,8,36,1
53629,4,27,1
181948,4,25,1
305454,7,26,1
111745,9,12,1
462947,0,27,1
17073,565,577,1
344369,5,19,1
377724,0,19,1
34380,381,396,1
98762,0,28,1
336611,3,14,1
33414,1,23,1
39671,9,22,1
311700,7,21,1
232906,2,12,1
177151,2,12,1
254497,1,13,1
144579,0,22,1
473073,4,17,1
193523,5,26,1
511232,10,25,1
360380,208,228,1
213199,164,193,1
307355,675,703,1
608641,112,135,1
348288,1,25,1
336556,4,16,1
270043,1,16,1
54531,4,21,1
301918,8,22,1
80975,2,11,1
164806,7,34,1
72392,7,25,1
269710,3,25,1
262980,1,20,1
213590,10,21,1
611444,2,14,1
473073,4,32,1
316755,8,11,1
209204,9,22,1
503006,1,19,1
209204,9,25,1
615424,196,209,1
259064,9,31,1
269710,3,28,1
470004,185,212,1
177151,2,30,1
536518,188,202,1
262980,1,23,1
262339,2,11,1
316755,8,14,1
559632,165,188,1
72392,7,28,1
213590,10,24,1
232906,2,30,1
193740,9,11,1
611444,2,17,1
336556,4,19,1
277552,4,22,1
301918,8,25,1
54531,4,24,1
269756,8,12,1
158551,6,23,1
239367,7,25,1
250009,8,30,1
171611,2,15,1
263666,9,17,1
272980,8,36,1
273468,3,13,1
501775,5,16,1
277611,6,17,1
179852,3,30,1
221581,3,30,1
172267,4,20,1
161339,8,35,1
209749,0,21,1
358404,1,12,1
257408,7,31,1
315786,10,22,1
12696,15,36,1
13387,8,30,1
226925,5,26,1
184290,9,15,1
600014,160,188,1
307101,127,142,1
209749,0,24,1
172267,4,23,1
263780,3,21,1
257408,7,34,1
257697,6,32,1
13387,8,33,1
215468,668,681,1
34058,3,22,1
250009,8,33,1
273468,3,16,1
315786,10,25,1
158551,6,26,1
142033,2,28,1
315098,3,11,1
17380,6,34,1
171611,2,18,1
226925,5,29,1
358404,1,15,1
57880,4,22,1
501775,5,19,1
239367,7,28,1
193740,9,34,1
58817,0,29,1
34059,7,13,1
529801,1,11,1
606698,614,629,1
501673,6,12,1
316755,8,37,1
544976,2,29,1
306515,3,25,1
269756,8,35,1
263922,195,220,1
515160,4,28,1
209205,9,24,1
335636,7,11,1
622313,2,27,1
24767,162,181,1
215724,6,22,1
253632,1,20,1
382994,3,18,1
206123,9,33,1
38366,1,25,1
282230,678,694,1
196798,160,180,1
622619,10,14,1
136381,7,11,1
207929,9,29,1
336579,7,19,1
504088,2,25,1
336609,6,21,1
273511,10,21,1
613799,9,22,1
34781,2,25,1
544460,8,25,1
256773,2,28,1
211478,8,36,1
302871,7,23,1
237117,5,16,1
224011,6,13,1
582794,9,35,1
106512,187,207,1
33719,4,28,1
213759,1,11,1
320389,0,19,1
167510,3,15,1
219919,2,22,1
578506,6,24,1
332739,9,19,1
336709,0,24,1
301598,9,13,1
270830,7,18,1
333007,8,30,1
275752,8,34,1
270724,6,17,1
296881,7,27,1
469961,8,15,1
142286,9,16,1
55199,5,33,1
213759,1,28,1
170834,3,19,1
99320,6,34,1
657073,1,27,1
505627,0,21,1
254597,10,34,1
501605,9,18,1
244359,7,19,1
264516,9,19,1
383111,6,35,1
277985,9,27,1
238969,2,24,1
221319,4,23,1
38368,1,26,1
209127,5,12,1
136381,7,36,1
257794,7,20,1
270830,7,33,1
167510,3,30,1
228095,10,29,1
139341,3,17,1
237117,5,31,1
509178,0,20,1
308526,1,13,1
332739,9,34,1
306816,8,16,1
192965,2,25,1
142286,9,28,1
469961,8,27,1
257464,5,30,1
136338,6,18,1
110229,0,12,1
495104,10,15,1
215743,10,11,1
315040,0,15,1
586178,9,19,1
242851,319,344,3
172326,9,19,1
614870,8,15,1
366383,271,290,1
495104,10,26,1
542239,168,181,1
300475,118,130,1
288190,3,11,1
211296,1,18,1
174081,176,193,1
54228,143,171,1
246108,2,22,1
110229,0,23,1
320742,8,20,1
245155,1,12,1
273490,10,18,1
182095,7,30,1
151998,167,195,1
215743,10,22,1
315040,0,26,1
136338,6,29,1
333497,2,16,1
334867,132,146,1
211296,1,23,1
172326,9,24,1
136338,6,34,1
272917,4,17,1
9521,138,158,1
209438,3,15,1
684659,9,18,1
377048,178,198,1
619602,155,168,1
495104,10,31,1
586178,9,35,1
383106,5,15,1
266168,1,25,1
600948,666,684,1
614870,8,20,1
273490,10,23,1
181647,6,27,1
35036,190,207,1
152864,10,11,1
264327,5,15,1
359112,9,11,1
236996,4,17,1
243238,10,27,1
300975,9,28,1
254614,6,21,1
229238,8,15,1
502661,5,13,1
336133,6,34,1
295699,2,14,1
269805,3,23,1
260299,8,16,1
319504,9,34,1
336252,6,22,1
271378,658,674,1
489464,10,22,1
343674,2,27,1
443199,6,16,1
335797,10,22,1
462744,10,25,1
335348,3,28,1
16726,111,126,1
260792,3,24,1
220172,5,21,1
17069,647,667,1
106657,6,12,1
374437,1,18,1
71394,6,11,1
103195,226,240,1
248946,5,20,1
152864,10,28,1
614870,8,37,1
642639,2,14,1
273703,8,21,1
211297,1,16,1
333544,1,13,1
317212,9,18,1
334398,112,128,1
65654,2,18,1
221648,1,25,1
54064,8,18,1
238855,211,231,1
154936,679,698,1
401997,1,21,1
182371,6,16,1
103195,226,255,2
273703,8,36,1
229953,237,248,2
71394,6,26,2
277503,2,16,1
471470,167,182,1
278543,8,20,1
106657,6,27,1
642639,2,29,1
675550,10,14,1
307757,4,20,1
278466,0,12,1
585939,6,16,1
321395,7,21,1
333544,1,28,1
236996,4,30,1
596997,3,13,1
275952,2,17,1
39611,8,34,1
317212,9,34,1
136502,5,21,1
161133,7,25,1
650616,9,22,1
336141,0,21,1
676649,6,12,1
321807,6,11,1
533175,10,26,1
54064,8,34,1
182371,6,32,1
642639,2,30,1
449029,172,196,1
527728,3,25,1
231790,12,13,2
335841,0,29,1
238708,203,221,1
232005,4,12,1
157512,8,35,1
620237,10,14,1
184955,9,12,1
41472,6,28,1
374438,5,19,1
140941,6,22,1
176061,167,188,1
18278,662,679,1
12788,10,29,1
379676,148,162,1
446379,69,81,1
12788,10,34,1
34917,5,11,1
527728,3,30,1
41472,6,33,1
583845,215,230,1
256955,101,118,1
312641,5,14,1
376640,142,156,1
374438,5,24,1
440374,184,201,1
538710,35,50,1
34703,2,23,1
662266,5,32,1
607446,128,141,1
181345,3,17,1
641041,4,21,1
228588,0,21,1
280294,6,11,1
275587,10,16,1
223144,6,28,1
305799,25,41,1
674656,0,22,1
256006,10,27,1
179551,9,32,1
380776,0,20,1
649496,9,18,1
376353,1,16,1
335020,8,18,1
240809,618,639,1
376080,3,31,1
370673,6,28,1
382899,2,17,1
307358,4,17,1
147914,10,31,1
273713,148,161,1
389335,3,24,1
182938,10,22,1
266605,10,24,1
240809,618,640,1
280580,7,36,1
335616,7,32,1
378736,7,28,1
518147,20,35,1
182289,4,32,1
583846,32,55,1
152863,6,14,1
214137,184,211,1
315549,7,28,1
299069,10,27,1
213343,350,376,1
243887,2,12,1
570229,5,22,1
275973,5,20,1
541823,4,14,1
203527,6,11,1
334758,0,11,1
382835,10,26,1
207842,8,18,1
145801,9,18,1
55852,2,21,1
503612,5,21,1
182938,10,39,1
324201,5,27,1
275587,10,34,1
272047,7,14,1
221100,9,17,1
334399,112,129,1
333210,2,26,1
324031,7,22,1
70416,8,23,1
613679,9,23,1
335020,8,36,1
446737,10,25,1
196708,194,222,1
578277,4,11,1
257567,1,13,1
35271,217,240,1
336006,10,28,1
370949,2,12,1
177191,1,21,1
34784,5,23,1
267905,185,200,1
36928,426,441,1
612615,4,23,1
334399,112,130,1
16865,647,663,1
326188,658,678,1
335566,10,36,1
254828,135,146,1
37421,6,13,1
53541,3,22,1
136452,10,18,1
293043,2,30,1
239453,57,73,1
676870,3,17,1
309427,9,34,1
172172,174,195,1
508124,0,22,1
268711,7,28,1
446239,7,20,1
183554,7,11,1
277709,9,21,1
239298,0,15,1
279122,2,30,1
512957,3,16,1
137286,1,23,1
312675,351,373,1
623291,1,17,1
254828,135,147,1
512957,3,17,1
203533,5,25,1
183554,7,12,1
623291,1,18,1
335566,10,37,1
239453,57,74,1
277709,9,22,1
293043,2,31,1
375872,6,24,1
312675,351,374,1
676870,3,18,1
53541,3,23,1
628719,3,11,1
137286,1,24,1
136452,10,19,1
279122,2,31,1
508124,0,23,1
239298,0,16,1
172172,174,196,1
37421,6,14,1
309427,9,35,1
268711,7,29,1
270816,5,29,1
260917,9,22,1
595559,0,19,1
482183,6,20,1
334885,189,205,1
4686,9,20,1
649639,9,18,1
336254,7,12,1
276475,164,175,1
172528,8,36,1
502345,3,22,1
110478,7,33,1
299910,156,171,1
247676,164,182,1
249759,43,69,1
509190,3,22,1
57758,1,27,1
64837,1,13,1
336006,10,33,1
203527,6,35,1
277939,0,14,1
239040,4,16,1
380222,5,13,1
193145,8,29,1
497091,2,14,1
243334,1,28,1
238560,85,98,1
503461,4,13,1
34898,7,16,1
502345,3,29,1
4686,9,27,1
503633,7,31,1
684852,6,20,1
508857,2,11,1
139415,3,12,1
273489,8,17,1
519176,3,11,1
544893,6,33,1
280008,2,14,1
566297,0,24,1
142329,4,14,1
335501,8,35,1
336254,7,19,1
141331,2,13,1
450582,1,15,1
625330,0,15,1
576960,9,13,1
479307,5,20,1
267905,185,210,1
503461,4,18,1
36928,426,451,1
64837,1,18,1
612615,4,33,1
588604,202,219,1
336006,10,38,1
67412,8,15,1
34784,5,33,1
497091,2,19,1
277939,0,19,1
370949,2,22,1
34898,7,17,1
503633,7,32,1
508857,2,12,1
249284,194,219,1
142329,4,15,1
544893,6,34,1
141331,2,14,1
221171,5,11,1
450582,1,16,1
613620,4,11,1
335501,8,36,1
519176,3,12,1
566297,0,25,1
4686,9,28,1
684852,6,21,1
506794,5,20,1
280008,2,15,1
613685,164,176,1
139415,3,13,1
273489,8,18,1
277640,8,24,1
182096,1,19,1
622435,8,27,1
357539,348,360,1
675602,7,34,1
36509,1,22,1
152334,141,157,1
684852,6,27,1
179694,150,177,1
214165,8,12,1
211305,5,12,1
375793,4,13,1
154196,136,164,1
383176,156,170,1
61926,27,47,1
139415,3,19,1
506412,401,430,1
221171,5,17,1
613620,4,17,1
508857,2,18,1
506794,5,26,1
272129,5,12,1
273483,7,33,1
182365,3,12,1
651104,1,11,1
238941,4,15,1
67412,8,30,1
262763,6,21,1
63242,1,23,1
165174,9,28,1
503461,4,33,1
339429,8,22,1
547792,6,16,1
570237,5,28,1
586147,180,204,1
357539,348,369,2
60060,5,25,1
221171,5,29,1
260220,5,18,1
206296,6,14,1
272129,5,24,1
614910,10,12,1
613620,4,29,1
172437,163,176,1
211305,5,24,1
228170,2,31,1
242797,176,196,1
101192,5,15,1
374983,5,20,1
375793,4,25,1
61705,3,16,1
182096,1,22,1
17350,135,148,1
622435,8,30,1
65523,10,17,1
101788,1,21,1
504197,5,17,1
623658,8,19,1
360381,214,240,2
374586,2,15,1
111883,9,12,1
65604,1,19,1
17390,135,148,1
152334,141,160,1
213589,1,25,1
257955,9,14,1
623237,10,37,1
251708,1,26,1
317338,2,29,1
600288,220,245,1
496761,10,12,1
614863,0,17,1
536524,634,659,1
234303,7,15,1
270765,0,14,1
595810,3,29,1
172437,163,182,1
143875,8,13,1
260220,5,24,1
334740,10,13,1
111797,10,26,1
272129,5,30,1
506485,2,19,1
9090,8,11,1
270717,10,27,1
136740,2,19,1
206296,6,20,1
375793,4,31,1
262968,7,28,1
18276,271,292,1
16425,3,26,1
254119,13,39,1
514083,179,194,1
111890,5,14,1
278905,7,18,1
211305,5,30,1
101192,5,21,1
650840,0,28,1
508199,10,16,1
182365,3,25,1
37330,9,32,1
138654,8,22,1
221270,8,23,1
262763,6,34,1
336615,5,15,1
231797,8,20,1
339429,8,35,1
34357,9,11,1
339408,4,22,1
292890,9,31,1
238941,4,28,1
98954,7,23,1
269874,3,17,1
288266,3,28,1
383085,9,22,1
682857,3,27,1
33676,10,38,1
214941,9,15,1
241674,5,13,1
516642,6,29,1
10245,6,11,1
277890,31,38,1
278501,9,21,1
650856,2,14,1
277730,1,27,1
511123,5,20,1
517041,26,41,1
221270,8,37,1
107480,147,164,1
191497,214,236,1
661726,2,20,1
34357,9,25,1
138654,8,36,1
657660,9,18,1
586176,0,23,1
239973,193,220,1
203532,6,14,1
157516,140,167,1
489550,57,75,1
279939,2,23,1
277249,0,13,1
623658,8,31,1
326006,196,225,1
336615,5,29,1
650552,8,32,1
273696,5,20,1
337842,10,33,1
334342,6,11,1
276290,4,25,1
684780,4,19,1
270789,1,19,1
509738,5,32,1
507815,7,34,1
602332,157,182,1
578772,8,19,1
614910,10,37,1
622358,8,17,1
192095,184,206,1
442888,10,19,1
359162,4,12,1
651008,8,11,1
220657,2,15,1
508199,10,36,1
382935,4,15,1
587210,212,225,1
377262,6,11,1
375137,7,30,1
228581,2,18,1
152967,148,163,1
148274,171,182,1
191497,214,242,1
231675,2,30,1
684557,6,33,1
317520,572,593,1
170717,10,26,1
34357,9,31,1
243823,139,153,1
300551,7,35,1
507389,4,22,1
619857,142,153,1
275748,0,25,1
318926,10,12,1
650839,3,25,1
339463,0,22,1
262636,125,136,1
257409,8,23,1
334740,10,30,1
334308,1,11,1
199029,25,32,1
321545,5,11,1
37395,7,19,1
215514,332,359,1
277787,7,17,1
278905,7,35,1
640649,2,19,1
344768,7,27,1
11262,1,21,1
269126,56,68,1
383072,2,19,1
382990,9,27,1
504318,8,24,1
277250,7,16,1
111890,5,31,1
143875,8,30,1
523007,1,12,1
181969,10,25,1
305465,2,16,1
589336,8,35,1
679054,2,15,1
628406,8,12,1
321721,1,26,1
378867,7,35,1
277250,7,35,1
321545,5,30,1
383539,10,39,1
279310,8,21,1
215359,165,192,1
307105,132,146,1
288195,8,12,1
154694,5,19,1
142035,1,24,1
107039,10,12,1
272121,2,20,1
260297,3,15,1
334308,1,30,1
277787,7,36,1
628406,8,17,1
677154,4,11,1
295897,4,32,1
107039,10,17,1
170976,426,441,1
39650,7,14,1
367416,1,15,1
142035,1,29,1
107306,196,212,1
488384,404,416,2
279310,8,26,1
272121,2,25,1
211239,1,21,1
182430,8,21,1
561488,7,28,1
651040,1,18,1
335302,2,21,1
73738,5,33,1
257953,6,34,1
423998,6,34,1
157812,1,26,1
452179,170,185,1
219906,6,17,1
143116,2,16,1
179875,1,16,1
544909,5,27,1
270274,5,24,1
682391,0,27,1
293046,9,20,1
354486,2,16,1
603756,153,176,1
348599,10,20,1
254038,4,15,1
511230,199,226,1
336145,9,20,1
179875,1,27,1
36760,76,93,1
293046,9,31,1
676921,10,35,1
245262,154,176,1
293314,1,28,1
107659,11,26,1
273669,6,26,1
544891,8,29,1
262602,6,15,1
377359,9,16,1
545465,6,13,1
335190,8,13,1
254038,4,23,1
513576,2,17,1
149921,3,26,1
228500,167,188,1
545465,6,16,1
377359,9,19,1
650693,147,159,1
254038,4,26,1
278694,2,22,1
107659,11,29,1
630250,184,192,1
335190,8,16,1
411441,184,206,1
113373,185,200,1
348599,10,31,1
336145,9,31,1
262602,6,18,1
273669,6,29,1
223275,10,11,1
358674,9,13,1
502885,11,20,1
379674,5,23,1
516925,5,15,1
336663,10,31,1
515266,6,12,1
154193,35,57,1
53992,10,18,1
276044,0,27,1
193351,10,11,1
382688,127,138,1
309624,217,229,1
613725,9,11,1
508365,1,27,1
212406,9,24,1
33329,6,21,1
576139,616,628,2
645858,650,674,1
335190,8,31,1
440185,2,16,1
506834,509,522,1
262602,6,33,1
339436,5,13,1
650693,147,174,2
541981,5,22,1
141877,656,681,1
261870,13,20,1
143219,6,15,1
683307,210,226,1
382821,498,526,1
502581,1,29,1
268478,0,11,1
182587,8,12,1
236618,4,33,1
335183,5,22,1
60842,192,209,1
377359,9,34,1
277685,3,19,1
629597,6,23,1
258150,2,30,1
359167,174,202,1
641785,5,21,1
507695,7,20,1
317214,8,16,1
282491,9,37,1
255825,5,20,1
629616,10,36,1
528890,5,13,1
324104,3,14,1
300800,8,22,1
320893,689,706,1
315753,4,11,1
182937,7,19,1
333470,10,34,1
177118,3,11,1
177831,0,21,1
136925,9,17,1
273636,7,20,1
662352,6,19,1
324104,3,22,1
136925,9,25,1
277685,3,27,1
660865,4,15,1
174917,1,18,1
182937,7,27,1
536687,9,25,1
176900,0,13,1
502765,4,11,1
613132,1,19,1
312506,5,15,1
629597,6,31,1
182123,2,16,1
317214,8,24,1
376851,2,15,1
528890,5,21,1
283426,2,16,1
63277,3,17,1
375408,10,34,1
380687,682,708,1
477482,71,84,1
315013,2,17,1
242982,204,219,1
501232,7,28,1
73688,10,16,1
497944,7,24,1
55837,4,11,1
545744,191,207,1
504887,185,199,1
264228,10,32,1
504078,7,20,1
55837,4,12,1
545744,191,208,1
73688,10,17,1
497944,7,25,1
477482,71,85,1
622126,24,31,1
63277,3,18,1
504078,7,21,1
501232,7,29,1
283426,2,17,1
315013,2,18,1
264228,10,33,1
73688,10,28,1
278464,3,13,1
212841,271,277,1
63277,3,29,1
338343,4,21,1
35554,13,40,1
497944,7,36,1
315013,2,29,1
179315,4,25,1
504078,7,32,1
335510,3,23,1
196414,1,14,1
55837,4,23,1
255880,1,17,1
244368,10,18,1
37449,6,15,1
283426,2,28,1
172160,2,13,1
504078,7,35,1
338343,4,24,1
172160,2,16,1
4161,1,11,1
303620,6,11,1
55837,4,26,1
278464,3,16,1
360447,56,83,1
179315,4,28,1
335565,5,32,1
37449,6,18,1
502634,224,250,1
682835,7,13,1
34357,127,143,1
324159,0,16,1
281950,3,17,1
303620,6,19,1
4161,1,19,1
323350,0,21,1
312629,7,16,1
143373,10,15,1
277761,9,25,1
7033,1,30,1
348282,10,21,1
272322,6,11,1
348594,5,26,1
660865,4,32,1
652793,1,18,1
312506,5,32,1
204269,3,26,1
136695,5,31,1
141554,1,29,1
314745,4,28,1
412641,0,11,1
215472,187,211,1
136865,7,11,1
316190,2,17,1
316840,216,230,1
676631,10,27,1
623370,5,13,1
679339,7,24,1
374882,9,29,1
335613,10,19,1
310463,5,25,1
143372,9,20,1
479511,1,13,1
183685,6,18,1
252399,207,224,1
256706,8,29,1
650836,7,16,1
333708,99,122,2
560842,7,13,1
232872,6,22,1
684879,9,19,1
307693,10,21,1
412641,0,27,1
382673,3,25,1
336242,7,14,1
182496,9,35,1
479511,1,29,1
277212,440,453,1
653165,2,11,1
494353,6,30,1
393937,207,230,1
282570,7,21,1
645655,349,364,1
623370,5,29,1
222918,10,19,1
136865,7,27,1
587041,526,537,1
310856,142,163,1
575788,9,33,1
162131,2,24,1
256175,5,34,1
223471,10,33,1
143372,9,36,1
148017,188,213,1
532322,7,19,1
281396,8,27,1
661652,7,11,1
573990,0,27,1
144481,6,25,1
376243,8,20,1
376207,1,23,1
303595,6,22,1
335596,2,27,1
467491,6,22,1
272043,7,25,1
550094,7,12,1
34456,8,15,2
37129,0,25,1
145784,5,15,1
377335,7,15,1
141340,9,30,1
269054,10,21,1
213955,1,24,1
39675,1,15,1
319489,10,29,1
382227,85,100,1
69881,4,11,1
39634,5,20,1
479306,1,12,1
501767,6,28,1
63263,7,30,1
614888,4,32,1
141813,236,256,1
316770,8,20,1
508531,4,18,1
377011,8,30,1
273470,10,11,1
273713,49,70,1
203528,9,23,1
101309,6,15,1
141813,236,261,1
377261,9,12,1
233185,9,36,1
501767,6,33,1
322273,5,11,1
255999,5,19,1
176901,10,28,1
506594,6,18,1
583152,256,278,1
141339,0,15,1
215311,164,192,1
377335,7,20,1
256741,2,28,1
39675,1,20,1
348281,0,16,1
508531,4,23,1
73834,2,28,1
177179,5,16,1
348281,0,18,1
377261,9,14,1
307214,196,210,1
141339,0,17,1
233185,9,38,1
14188,4,12,1
377335,7,22,1
427591,3,11,1
39675,1,22,1
177179,5,18,1
67425,8,11,1
322273,5,13,1
164688,0,20,1
501767,6,35,1
508531,4,25,1
154674,105,128,1
221563,0,16,1
70900,6,22,1
101309,6,35,1
36054,256,268,2
99874,1,23,1
327242,2,23,1
34586,5,16,1
67425,8,24,1
377335,7,35,1
172324,6,21,1
377261,9,27,1
335586,0,23,1
352154,9,36,1
69881,4,31,1
273470,10,31,1
661660,4,13,1
118207,6,30,1
322273,5,26,1
360447,207,221,1
501165,2,26,1
506271,238,250,2
258305,9,21,1
268517,7,14,1
17194,10,24,1
110404,6,21,1
254491,4,24,1
20682,1,18,1
215003,197,211,1
301687,4,12,1
161335,7,28,1
255533,3,24,1
253552,5,31,1
310845,5,12,1
266108,1,27,1
143099,158,180,1
70525,3,16,1
505663,10,25,1
506594,6,32,1
197919,5,22,1
110227,9,14,1
182878,4,27,1
317372,2,17,1
37001,10,18,1
143115,3,15,1
160864,142,171,1
494458,10,18,1
53539,2,19,1
152973,2,24,1
177179,5,30,1
501542,2,16,1
378871,4,32,1
70570,9,34,1
314445,8,29,1
73852,9,18,1
14179,3,20,1
254512,5,18,1
338841,202,228,1
227719,3,14,1
269857,4,31,1
561909,1,11,1
178184,4,13,1
542161,0,19,1
324209,10,18,1
644518,164,193,1
254512,5,20,1
266943,219,243,2
239842,167,190,1
338841,202,230,1
324209,10,20,1
73852,9,20,1
110234,10,11,1
237919,123,134,1
182881,4,27,1
353577,2,25,1
375679,69,97,1
110227,9,38,1
69993,446,472,1
314445,8,31,1
238737,208,222,1
38364,3,25,1
377054,8,33,1
504836,8,19,1
597122,144,159,1
197924,1,26,1
542161,0,21,1
213766,7,15,1
501875,1,18,1
183560,5,32,1
216017,6,11,1
440767,649,670,1
255577,8,23,1
620203,0,29,1
684785,1,12,1
270613,9,32,1
684686,5,19,1
64805,10,35,1
314361,6,31,1
34946,10,28,1
266457,2,18,1
603386,4,27,1
268704,1,14,1
647482,674,688,1
283924,210,234,1
254866,5,34,1
170825,6,20,1
179601,8,34,1
359132,10,15,1
223265,3,15,1
253658,9,11,1
462745,0,21,1
470004,185,197,1
349318,10,26,1
382973,0,25,1
232406,6,21,1
232906,117,138,1
442887,8,16,1
500745,2,30,1
34454,2,31,2
334662,7,17,1
111821,3,16,1
316817,8,20,1
211753,0,19,1
357791,2,19,1
37606,7,14,1
662355,0,14,1
335877,3,29,1
315275,9,18,1
197947,4,14,1
254240,10,32,1
504637,8,29,1
192882,10,17,1
211307,5,26,1
379239,10,38,1
258285,8,12,1
678675,9,33,1
358970,8,35,1
625570,5,16,1
143368,4,12,1
679283,9,30,1
222920,3,24,1
197947,4,15,1
254240,10,33,1
679283,9,31,1
662355,0,15,1
215472,668,691,1
192882,10,18,1
211307,5,27,1
625570,5,17,1
258285,8,13,1
358970,8,36,1
315275,9,19,1
37606,7,15,1
143368,4,13,1
678675,9,34,1
6329,4,25,1
316262,9,31,1
347392,204,227,1
319235,87,110,1
213273,649,660,1
317397,6,32,1
215957,9,18,1
320837,4,11,1
33695,5,33,1
334338,5,15,1
54534,0,11,1
336013,10,27,1
569112,8,22,1
624081,2,17,1
182332,7,14,1
569698,9,19,1
313394,9,20,1
307100,60,76,1
311359,7,14,1
